order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,unit_price,discount,gross_revenue,net_revenue,profit
ORD-002681,2023-04-01,2023-04-07,Standard Class,CUST-0214,PROD-0028,2,12.08,0.0,24.16,24.16,6.15
ORD-002682,2023-05-24,2023-05-26,Same Day,CUST-0416,PROD-0006,3,1555.17,0.0,4665.51,4665.51,2069.89
ORD-002683,2024-04-14,2024-04-17,First Class,CUST-0390,PROD-0020,4,84.48,0.0,337.92,337.92,140.08
ORD-002684,2023-04-01,2023-04-07,Standard Class,CUST-0113,PROD-0005,3,2177.66,0.0,6532.98,6532.98,2264.81
ORD-002685,2024-05-24,2024-05-28,First Class,CUST-0005,PROD-0028,2,12.01,0.0,24.02,24.02,2.11
ORD-002686,2023-11-12,2023-11-18,Standard Class,CUST-0300,PROD-0008,3,1192.85,0.0,3578.55,3578.55,1414.98
ORD-002687,2023-04-17,2023-04-23,Standard Class,CUST-0332,PROD-0002,2,881.28,0.2,1762.56,1410.05,61.5
ORD-002688,2024-11-04,2024-11-09,Standard Class,CUST-0446,PROD-0009,2,27.47,0.0,54.94,54.94,22.66
ORD-002689,2023-01-26,2023-02-02,Standard Class,CUST-0342,PROD-0023,2,93.91,0.0,187.82,187.82,43.94
ORD-002690,2024-08-29,2024-09-04,Standard Class,CUST-0206,PROD-0012,2,38.56,0.0,77.12,77.12,19.74
ORD-002691,2024-04-03,2024-04-06,Second Class,CUST-0292,PROD-0013,7,438.06,0.0,3066.42,3066.42,383.01
ORD-002692,2024-09-15,2024-09-21,Standard Class,CUST-0470,PROD-0035,3,10.43,0.0,31.29,31.29,8.27
ORD-002693,2023-12-16,2023-12-20,Second Class,CUST-0070,PROD-0021,2,196.37,0.0,392.74,392.74,150.96
ORD-002694,2023-01-26,2023-01-31,Standard Class,CUST-0195,PROD-0019,6,125.63,0.0,753.78,753.78,45.12
ORD-002695,2024-12-28,2024-12-31,First Class,CUST-0016,PROD-0005,1,1975.34,0.0,1975.34,1975.34,715.63
ORD-002696,2024-07-18,2024-07-25,Standard Class,CUST-0169,PROD-0031,1,3.19,0.0,3.19,3.19,1.37
ORD-002697,2023-12-26,2023-12-30,First Class,CUST-0181,PROD-0026,2,13.74,0.15,27.48,23.36,6.08
ORD-002698,2024-10-29,2024-11-03,Standard Class,CUST-0021,PROD-0004,1,611.4,0.25,611.4,458.55,50.99
ORD-002699,2024-04-02,2024-04-08,Standard Class,CUST-0093,PROD-0034,2,8.93,0.1,17.86,16.07,4.93
ORD-002700,2024-08-26,2024-08-31,Standard Class,CUST-0397,PROD-0010,1,52.7,0.0,52.7,52.7,2.91
ORD-002701,2024-02-05,2024-02-07,First Class,CUST-0330,PROD-0033,2,5.61,0.0,11.22,11.22,0.66
ORD-002702,2023-06-02,2023-06-02,Same Day,CUST-0339,PROD-0023,1,83.46,0.0,83.46,83.46,31.58
ORD-002703,2023-01-17,2023-01-22,Standard Class,CUST-0325,PROD-0036,1,5.45,0.0,5.45,5.45,0.32
ORD-002704,2023-06-26,2023-06-30,First Class,CUST-0070,PROD-0017,4,555.74,0.0,2222.96,2222.96,621.73
ORD-002705,2024-04-25,2024-04-29,First Class,CUST-0187,PROD-0016,3,97.8,0.0,293.4,293.4,53.0
ORD-002706,2024-10-19,2024-10-23,Second Class,CUST-0453,PROD-0006,2,1599.6,0.0,3199.2,3199.2,1313.32
ORD-002707,2023-09-19,2023-09-25,Standard Class,CUST-0348,PROD-0032,2,11.98,0.3,23.96,16.77,-0.15
ORD-002708,2023-08-13,2023-08-20,Standard Class,CUST-0482,PROD-0024,1,57.59,0.0,57.59,57.59,15.53
ORD-002709,2023-12-29,2024-01-02,First Class,CUST-0275,PROD-0027,1,5.25,0.1,5.25,4.73,1.72
ORD-002710,2024-11-08,2024-11-11,First Class,CUST-0288,PROD-0015,3,597.83,0.0,1793.49,1793.49,702.82
ORD-002711,2023-08-10,2023-08-16,Standard Class,CUST-0427,PROD-0032,5,12.04,0.05,60.2,57.19,22.55
ORD-002712,2024-04-29,2024-05-05,Standard Class,CUST-0416,PROD-0030,1,4.01,0.0,4.01,4.01,0.59
ORD-002713,2024-09-16,2024-09-23,Standard Class,CUST-0396,PROD-0027,5,4.75,0.3,23.75,16.62,0.49
ORD-002714,2024-07-02,2024-07-07,Standard Class,CUST-0306,PROD-0022,4,125.91,0.0,503.64,503.64,37.18
ORD-002715,2024-09-02,2024-09-08,Standard Class,CUST-0370,PROD-0003,2,652.19,0.0,1304.38,1304.38,91.9
ORD-002716,2023-06-26,2023-06-30,First Class,CUST-0101,PROD-0018,4,911.07,0.0,3644.28,3644.28,833.57
ORD-002717,2023-05-26,2023-05-30,First Class,CUST-0469,PROD-0032,2,12.32,0.0,24.64,24.64,7.81
ORD-002718,2023-09-05,2023-09-10,Standard Class,CUST-0497,PROD-0001,1,926.61,0.0,926.61,926.61,176.49
ORD-002719,2024-11-23,2024-11-30,Standard Class,CUST-0182,PROD-0003,3,671.03,0.0,2013.09,2013.09,630.45
ORD-002720,2023-04-07,2023-04-13,Standard Class,CUST-0492,PROD-0036,1,4.56,0.0,4.56,4.56,1.32
ORD-002721,2023-08-18,2023-08-23,Second Class,CUST-0396,PROD-0015,5,577.38,0.3,2886.9,2020.83,237.38
ORD-002722,2023-05-26,2023-06-01,Standard Class,CUST-0052,PROD-0008,3,1144.99,0.0,3434.97,3434.97,722.86
ORD-002723,2023-09-28,2023-10-04,Standard Class,CUST-0095,PROD-0030,5,3.9,0.3,19.5,13.65,0.04
ORD-002724,2024-06-20,2024-06-25,Standard Class,CUST-0355,PROD-0004,2,605.47,0.0,1210.94,1210.94,229.38
ORD-002725,2023-09-23,2023-09-27,Second Class,CUST-0176,PROD-0006,8,1641.38,0.0,13131.04,13131.04,3943.56
ORD-002726,2023-11-28,2023-12-04,Standard Class,CUST-0300,PROD-0015,3,595.46,0.0,1786.38,1786.38,344.76
ORD-002727,2024-12-06,2024-12-11,Standard Class,CUST-0387,PROD-0015,6,539.98,0.0,3239.88,3239.88,866.75
ORD-002728,2024-04-11,2024-04-17,Standard Class,CUST-0056,PROD-0027,1,4.6,0.0,4.6,4.6,1.79
ORD-002729,2024-05-02,2024-05-08,Standard Class,CUST-0342,PROD-0021,4,209.45,0.0,837.8,837.8,296.93
ORD-002730,2023-06-27,2023-06-30,Second Class,CUST-0132,PROD-0007,2,1305.68,0.0,2611.36,2611.36,949.01
ORD-002731,2023-06-13,2023-06-20,Standard Class,CUST-0227,PROD-0026,7,14.77,0.25,103.39,77.54,11.61
ORD-002732,2023-08-29,2023-09-02,First Class,CUST-0124,PROD-0002,2,776.62,0.0,1553.24,1553.24,662.32
ORD-002733,2023-02-03,2023-02-08,Second Class,CUST-0160,PROD-0022,3,121.15,0.1,363.45,327.11,136.0
ORD-002734,2024-03-27,2024-04-01,Standard Class,CUST-0361,PROD-0027,7,5.45,0.1,38.15,34.34,13.09
ORD-002735,2024-06-27,2024-06-28,Same Day,CUST-0272,PROD-0036,2,5.35,0.15,10.7,9.09,2.82
ORD-002736,2024-01-14,2024-01-17,Second Class,CUST-0030,PROD-0010,2,47.69,0.0,95.38,95.38,10.29
ORD-002737,2023-04-20,2023-04-25,Standard Class,CUST-0090,PROD-0016,2,93.75,0.0,187.5,187.5,44.37
ORD-002738,2023-04-23,2023-04-27,Second Class,CUST-0311,PROD-0005,3,2098.35,0.0,6295.05,6295.05,803.46
ORD-002739,2024-12-25,2024-12-31,Standard Class,CUST-0044,PROD-0034,1,9.69,0.0,9.69,9.69,4.03
ORD-002740,2024-12-03,2024-12-06,Second Class,CUST-0044,PROD-0003,3,710.92,0.0,2132.76,2132.76,685.22
ORD-002741,2023-01-17,2023-01-24,Standard Class,CUST-0055,PROD-0021,3,216.86,0.0,650.58,650.58,189.96
ORD-002742,2023-03-07,2023-03-09,First Class,CUST-0200,PROD-0022,5,119.22,0.0,596.1,596.1,63.49
ORD-002743,2023-02-24,2023-02-28,Second Class,CUST-0315,PROD-0006,1,1585.73,0.25,1585.73,1189.3,77.28
ORD-002744,2023-11-26,2023-12-03,Standard Class,CUST-0204,PROD-0005,2,2110.15,0.05,4220.3,4009.28,776.17
ORD-002745,2024-11-29,2024-12-04,Standard Class,CUST-0290,PROD-0033,2,5.75,0.0,11.5,11.5,3.98
ORD-002746,2024-01-18,2024-01-20,First Class,CUST-0431,PROD-0006,1,1492.55,0.1,1492.55,1343.3,70.32
ORD-002747,2024-06-17,2024-06-23,Standard Class,CUST-0398,PROD-0025,3,7.25,0.15,21.75,18.49,5.64
ORD-002748,2023-06-24,2023-07-01,Standard Class,CUST-0451,PROD-0004,2,630.3,0.3,1260.6,882.42,118.01
ORD-002749,2024-09-11,2024-09-14,Second Class,CUST-0140,PROD-0001,1,1035.93,0.0,1035.93,1035.93,195.99
ORD-002750,2024-07-03,2024-07-06,Second Class,CUST-0321,PROD-0005,1,1968.6,0.0,1968.6,1968.6,133.59
ORD-002751,2024-07-16,2024-07-20,Second Class,CUST-0455,PROD-0016,1,80.96,0.0,80.96,80.96,7.29
ORD-002752,2024-01-20,2024-01-27,Standard Class,CUST-0126,PROD-0018,2,835.87,0.25,1671.74,1253.81,121.95
ORD-002753,2023-08-30,2023-09-06,Standard Class,CUST-0087,PROD-0024,4,61.18,0.3,244.72,171.3,2.74
ORD-002754,2023-08-16,2023-08-21,Standard Class,CUST-0063,PROD-0027,1,5.07,0.0,5.07,5.07,0.43
ORD-002755,2023-09-09,2023-09-14,Second Class,CUST-0481,PROD-0031,1,3.15,0.0,3.15,3.15,0.54
ORD-002756,2024-05-08,2024-05-13,Standard Class,CUST-0249,PROD-0028,1,11.11,0.3,11.11,7.78,-0.55
ORD-002757,2023-01-10,2023-01-16,Standard Class,CUST-0026,PROD-0031,1,3.04,0.0,3.04,3.04,0.19
ORD-002758,2024-09-13,2024-09-18,Standard Class,CUST-0335,PROD-0035,1,9.91,0.0,9.91,9.91,3.53
ORD-002759,2024-09-29,2024-10-06,Standard Class,CUST-0452,PROD-0006,2,1474.51,0.0,2949.02,2949.02,861.71
ORD-002760,2023-12-19,2023-12-24,Standard Class,CUST-0073,PROD-0026,3,14.86,0.0,44.58,44.58,6.44
ORD-002761,2024-12-05,2024-12-10,Second Class,CUST-0229,PROD-0008,2,1258.97,0.0,2517.94,2517.94,368.14
ORD-002762,2023-04-20,2023-04-26,Standard Class,CUST-0182,PROD-0026,4,14.65,0.0,58.6,58.6,15.68
ORD-002763,2024-01-17,2024-01-22,Standard Class,CUST-0482,PROD-0002,2,797.31,0.0,1594.62,1594.62,414.44
ORD-002764,2023-02-17,2023-02-22,Standard Class,CUST-0383,PROD-0019,1,133.01,0.0,133.01,133.01,57.48
ORD-002765,2023-03-12,2023-03-18,Standard Class,CUST-0342,PROD-0025,6,7.48,0.0,44.88,44.88,15.3
ORD-002766,2024-11-27,2024-12-03,Standard Class,CUST-0001,PROD-0019,2,118.6,0.3,237.2,166.04,16.82
ORD-002767,2023-10-30,2023-11-04,Standard Class,CUST-0192,PROD-0012,3,42.82,0.0,128.46,128.46,17.07
ORD-002768,2023-09-26,2023-10-02,Standard Class,CUST-0473,PROD-0027,2,4.88,0.0,9.76,9.76,2.0
ORD-002769,2023-01-23,2023-01-30,Standard Class,CUST-0262,PROD-0031,3,3.28,0.15,9.84,8.36,2.23
ORD-002770,2024-02-16,2024-02-21,Second Class,CUST-0250,PROD-0015,5,578.15,0.0,2890.75,2890.75,353.97
ORD-002771,2024-12-24,2024-12-26,Same Day,CUST-0488,PROD-0010,1,50.41,0.0,50.41,50.41,3.68
ORD-002772,2023-10-14,2023-10-20,Standard Class,CUST-0169,PROD-0015,1,575.66,0.0,575.66,575.66,162.11
ORD-002773,2024-04-07,2024-04-14,Standard Class,CUST-0042,PROD-0035,1,10.96,0.0,10.96,10.96,0.64
ORD-002774,2024-04-02,2024-04-06,Second Class,CUST-0275,PROD-0008,3,1282.45,0.0,3847.35,3847.35,1234.45
ORD-002775,2024-11-02,2024-11-09,Standard Class,CUST-0270,PROD-0034,2,8.61,0.0,17.22,17.22,5.16
ORD-002776,2023-06-15,2023-06-17,First Class,CUST-0030,PROD-0021,1,184.04,0.2,184.04,147.23,20.19
ORD-002777,2024-06-13,2024-06-18,Second Class,CUST-0214,PROD-0023,3,91.9,0.0,275.7,275.7,112.09
ORD-002778,2023-03-20,2023-03-27,Standard Class,CUST-0005,PROD-0028,5,12.85,0.0,64.25,64.25,11.27
ORD-002779,2023-04-07,2023-04-07,Same Day,CUST-0442,PROD-0016,5,83.09,0.0,415.45,415.45,179.49
ORD-002780,2024-04-04,2024-04-08,First Class,CUST-0427,PROD-0023,5,87.48,0.0,437.4,437.4,75.25
ORD-002781,2024-05-14,2024-05-18,First Class,CUST-0211,PROD-0014,1,201.94,0.0,201.94,201.94,52.55
ORD-002782,2024-02-06,2024-02-11,Standard Class,CUST-0354,PROD-0004,3,552.74,0.05,1658.22,1575.31,393.57
ORD-002783,2023-12-23,2023-12-30,Standard Class,CUST-0219,PROD-0032,3,11.08,0.3,33.24,23.27,-0.97
ORD-002784,2023-09-05,2023-09-12,Standard Class,CUST-0472,PROD-0008,5,1158.1,0.0,5790.5,5790.5,2036.66
ORD-002785,2024-12-06,2024-12-09,Second Class,CUST-0024,PROD-0020,1,81.73,0.0,81.73,81.73,28.6
ORD-002786,2023-12-07,2023-12-13,Standard Class,CUST-0191,PROD-0034,3,9.73,0.0,29.19,29.19,4.2
ORD-002787,2023-05-07,2023-05-13,Standard Class,CUST-0307,PROD-0036,10,4.72,0.0,47.2,47.2,5.11
ORD-002788,2023-04-19,2023-04-25,Standard Class,CUST-0165,PROD-0022,1,121.38,0.0,121.38,121.38,21.74
ORD-002789,2024-10-06,2024-10-10,Second Class,CUST-0451,PROD-0005,5,2145.98,0.0,10729.9,10729.9,4419.02
ORD-002790,2024-12-24,2024-12-29,Standard Class,CUST-0055,PROD-0012,1,39.33,0.25,39.33,29.5,-0.64
ORD-002791,2023-08-01,2023-08-06,Second Class,CUST-0133,PROD-0007,1,1229.83,0.0,1229.83,1229.83,168.55
ORD-002792,2023-01-09,2023-01-12,First Class,CUST-0027,PROD-0016,3,89.38,0.0,268.14,268.14,96.55
ORD-002793,2024-10-28,2024-11-04,Standard Class,CUST-0319,PROD-0003,3,679.76,0.0,2039.28,2039.28,541.13
ORD-002794,2023-02-02,2023-02-09,Standard Class,CUST-0070,PROD-0018,3,964.85,0.0,2894.55,2894.55,678.37
ORD-002795,2023-12-03,2023-12-06,Second Class,CUST-0326,PROD-0013,2,399.66,0.1,799.32,719.39,98.07
ORD-002796,2023-07-16,2023-07-19,First Class,CUST-0319,PROD-0031,1,3.12,0.3,3.12,2.18,-0.07
ORD-002797,2024-12-24,2024-12-27,First Class,CUST-0151,PROD-0001,1,933.4,0.15,933.4,793.39,69.52
ORD-002798,2023-08-24,2023-08-26,First Class,CUST-0316,PROD-0034,2,9.74,0.1,19.48,17.53,3.92
ORD-002799,2023-04-07,2023-04-09,First Class,CUST-0158,PROD-0001,3,961.04,0.15,2883.12,2450.65,868.29
ORD-002800,2023-06-09,2023-06-14,Second Class,CUST-0284,PROD-0018,1,933.72,0.15,933.72,793.66,42.01
ORD-002801,2024-03-25,2024-04-01,Standard Class,CUST-0308,PROD-0020,6,72.54,0.0,435.24,435.24,111.38
ORD-002802,2023-12-11,2023-12-17,Standard Class,CUST-0337,PROD-0005,1,2120.02,0.15,2120.02,1802.02,446.9
ORD-002803,2024-09-26,2024-09-29,Second Class,CUST-0099,PROD-0035,2,10.6,0.0,21.2,21.2,2.2
ORD-002804,2023-04-06,2023-04-11,Second Class,CUST-0430,PROD-0021,1,215.29,0.05,215.29,204.53,64.83
ORD-002805,2023-01-28,2023-02-01,Second Class,CUST-0421,PROD-0005,2,2045.58,0.25,4091.16,3068.37,239.61
ORD-002806,2024-10-11,2024-10-11,Same Day,CUST-0090,PROD-0003,2,728.52,0.0,1457.04,1457.04,459.82
ORD-002807,2023-06-21,2023-06-26,Standard Class,CUST-0217,PROD-0012,1,38.09,0.0,38.09,38.09,3.32
ORD-002808,2023-07-16,2023-07-19,Second Class,CUST-0034,PROD-0035,5,11.64,0.0,58.2,58.2,10.02
ORD-002809,2023-10-29,2023-11-04,Standard Class,CUST-0144,PROD-0010,3,49.12,0.2,147.36,117.89,-5.02
ORD-002810,2024-11-21,2024-11-28,Standard Class,CUST-0413,PROD-0020,1,74.86,0.15,74.86,63.63,5.79
ORD-002811,2024-01-26,2024-02-02,Standard Class,CUST-0491,PROD-0034,1,8.17,0.0,8.17,8.17,3.05
ORD-002812,2023-06-29,2023-07-06,Standard Class,CUST-0416,PROD-0019,3,126.0,0.0,378.0,378.0,39.09
ORD-002813,2023-01-22,2023-01-27,Standard Class,CUST-0169,PROD-0022,2,126.92,0.0,253.84,253.84,47.97
ORD-002814,2024-10-10,2024-10-14,First Class,CUST-0499,PROD-0036,5,5.49,0.0,27.45,27.45,11.03
ORD-002815,2024-10-08,2024-10-10,First Class,CUST-0472,PROD-0031,3,3.18,0.0,9.54,9.54,4.14
ORD-002816,2023-08-03,2023-08-08,Standard Class,CUST-0146,PROD-0021,5,197.82,0.0,989.1,989.1,151.77
ORD-002817,2024-06-19,2024-06-24,Standard Class,CUST-0064,PROD-0036,4,5.3,0.0,21.2,21.2,2.22
ORD-002818,2023-08-06,2023-08-09,First Class,CUST-0261,PROD-0030,4,4.09,0.0,16.36,16.36,3.29
ORD-002819,2024-03-16,2024-03-23,Standard Class,CUST-0493,PROD-0028,3,11.42,0.3,34.26,23.98,-1.63
ORD-002820,2024-03-19,2024-03-24,Standard Class,CUST-0359,PROD-0002,5,869.58,0.0,4347.9,4347.9,357.91
ORD-002821,2024-06-20,2024-06-27,Standard Class,CUST-0494,PROD-0014,7,196.93,0.0,1378.51,1378.51,333.84
ORD-002822,2024-03-18,2024-03-21,Second Class,CUST-0184,PROD-0027,3,4.58,0.0,13.74,13.74,3.01
ORD-002823,2024-01-29,2024-02-04,Standard Class,CUST-0011,PROD-0007,1,1399.5,0.0,1399.5,1399.5,184.4
ORD-002824,2024-01-12,2024-01-17,Second Class,CUST-0356,PROD-0014,10,202.0,0.0,2020.0,2020.0,814.42
ORD-002825,2023-11-28,2023-12-01,Second Class,CUST-0475,PROD-0018,3,949.62,0.0,2848.86,2848.86,948.57
ORD-002826,2024-05-11,2024-05-16,Standard Class,CUST-0405,PROD-0015,1,572.27,0.0,572.27,572.27,234.91
ORD-002827,2024-03-21,2024-03-28,Standard Class,CUST-0408,PROD-0036,2,4.67,0.0,9.34,9.34,2.13
ORD-002828,2023-05-14,2023-05-21,Standard Class,CUST-0154,PROD-0003,5,704.44,0.0,3522.2,3522.2,1583.57
ORD-002829,2024-01-21,2024-01-24,First Class,CUST-0220,PROD-0012,2,41.26,0.0,82.52,82.52,29.23
ORD-002830,2024-10-24,2024-10-29,Standard Class,CUST-0128,PROD-0034,4,8.83,0.0,35.32,35.32,2.5
ORD-002831,2023-11-27,2023-12-02,Standard Class,CUST-0198,PROD-0013,1,426.12,0.05,426.12,404.81,157.9
ORD-002832,2024-07-16,2024-07-23,Standard Class,CUST-0073,PROD-0029,2,7.65,0.0,15.3,15.3,2.04
ORD-002833,2024-10-20,2024-10-23,First Class,CUST-0389,PROD-0019,1,138.5,0.0,138.5,138.5,32.39
ORD-002834,2024-05-01,2024-05-06,Standard Class,CUST-0269,PROD-0025,2,7.86,0.1,15.72,14.15,4.94
ORD-002835,2023-11-08,2023-11-11,Second Class,CUST-0111,PROD-0017,3,570.03,0.0,1710.09,1710.09,494.39
ORD-002836,2023-08-27,2023-09-01,Standard Class,CUST-0383,PROD-0016,3,82.78,0.2,248.34,198.67,20.64
ORD-002837,2023-02-18,2023-02-23,Standard Class,CUST-0046,PROD-0031,5,3.23,0.0,16.15,16.15,6.4
ORD-002838,2024-03-14,2024-03-20,Standard Class,CUST-0237,PROD-0030,6,3.91,0.0,23.46,23.46,5.34
ORD-002839,2024-06-05,2024-06-10,Second Class,CUST-0161,PROD-0003,6,713.74,0.0,4282.44,4282.44,668.0
ORD-002840,2024-09-19,2024-09-25,Standard Class,CUST-0254,PROD-0024,3,64.2,0.0,192.6,192.6,64.55
ORD-002841,2023-07-14,2023-07-20,Standard Class,CUST-0071,PROD-0023,4,95.73,0.0,382.92,382.92,166.54
ORD-002842,2024-05-02,2024-05-08,Standard Class,CUST-0402,PROD-0016,3,85.11,0.1,255.33,229.8,13.56
ORD-002843,2024-03-07,2024-03-12,Standard Class,CUST-0444,PROD-0031,2,2.97,0.05,5.94,5.64,0.45
ORD-002844,2023-08-01,2023-08-04,Second Class,CUST-0387,PROD-0031,1,3.05,0.0,3.05,3.05,0.94
ORD-002845,2023-02-04,2023-02-08,Second Class,CUST-0024,PROD-0018,2,939.63,0.3,1879.26,1315.48,-16.9
ORD-002846,2023-09-08,2023-09-14,Standard Class,CUST-0135,PROD-0022,3,117.16,0.1,351.48,316.33,131.44
ORD-002847,2024-02-26,2024-03-02,Standard Class,CUST-0443,PROD-0009,3,31.41,0.0,94.23,94.23,5.22
ORD-002848,2023-09-24,2023-10-01,Standard Class,CUST-0491,PROD-0003,4,638.91,0.0,2555.64,2555.64,960.85
ORD-002849,2024-03-07,2024-03-14,Standard Class,CUST-0300,PROD-0024,3,60.15,0.0,180.45,180.45,62.12
ORD-002850,2023-03-24,2023-03-29,Standard Class,CUST-0427,PROD-0021,3,191.77,0.2,575.31,460.25,62.72
ORD-002851,2024-03-12,2024-03-19,Standard Class,CUST-0142,PROD-0026,2,14.85,0.0,29.7,29.7,7.55
ORD-002852,2024-06-07,2024-06-12,Standard Class,CUST-0392,PROD-0027,1,4.96,0.0,4.96,4.96,1.04
ORD-002853,2024-07-14,2024-07-18,First Class,CUST-0334,PROD-0025,3,8.38,0.0,25.14,25.14,4.97
ORD-002854,2023-01-18,2023-01-25,Standard Class,CUST-0176,PROD-0024,1,61.58,0.0,61.58,61.58,20.12
ORD-002855,2024-08-11,2024-08-15,Second Class,CUST-0002,PROD-0012,2,37.33,0.15,74.66,63.46,24.45
ORD-002856,2024-09-30,2024-10-05,Standard Class,CUST-0349,PROD-0016,6,81.29,0.05,487.74,463.35,63.25
ORD-002857,2024-02-02,2024-02-08,Standard Class,CUST-0046,PROD-0035,2,10.89,0.25,21.78,16.34,1.26
ORD-002858,2024-04-09,2024-04-14,Second Class,CUST-0047,PROD-0017,2,570.39,0.15,1140.78,969.66,369.48
ORD-002859,2023-12-02,2023-12-06,Second Class,CUST-0002,PROD-0013,1,433.32,0.0,433.32,433.32,138.18
ORD-002860,2024-05-31,2024-06-05,Standard Class,CUST-0470,PROD-0015,5,603.03,0.0,3015.15,3015.15,1052.55
ORD-002861,2024-02-28,2024-03-05,Standard Class,CUST-0359,PROD-0027,2,4.6,0.1,9.2,8.28,3.46
ORD-002862,2024-11-21,2024-11-26,Standard Class,CUST-0040,PROD-0033,2,5.85,0.2,11.7,9.36,1.23
ORD-002863,2023-12-24,2023-12-31,Standard Class,CUST-0274,PROD-0006,7,1634.45,0.0,11441.15,11441.15,1339.93
ORD-002864,2024-07-17,2024-07-21,Second Class,CUST-0061,PROD-0032,5,12.74,0.25,63.7,47.78,2.71
ORD-002865,2023-06-24,2023-06-26,Same Day,CUST-0362,PROD-0005,8,1931.15,0.0,15449.2,15449.2,5960.32
ORD-002866,2024-01-21,2024-01-28,Standard Class,CUST-0499,PROD-0008,1,1208.12,0.0,1208.12,1208.12,107.33
ORD-002867,2024-06-29,2024-07-04,Second Class,CUST-0113,PROD-0020,1,85.19,0.0,85.19,85.19,29.21
ORD-002868,2023-03-08,2023-03-11,First Class,CUST-0101,PROD-0035,1,10.18,0.0,10.18,10.18,3.83
ORD-002869,2023-04-16,2023-04-20,Second Class,CUST-0160,PROD-0011,3,82.86,0.05,248.58,236.15,91.19
ORD-002870,2023-06-27,2023-07-03,Standard Class,CUST-0377,PROD-0007,1,1404.12,0.05,1404.12,1333.91,224.48
ORD-002871,2023-07-21,2023-07-27,Standard Class,CUST-0206,PROD-0006,6,1504.5,0.05,9027.0,8575.65,3695.32
ORD-002872,2023-02-09,2023-02-15,Standard Class,CUST-0165,PROD-0015,1,543.49,0.0,543.49,543.49,173.2
ORD-002873,2024-09-23,2024-09-25,Same Day,CUST-0052,PROD-0004,2,612.65,0.0,1225.3,1225.3,437.7
ORD-002874,2024-02-21,2024-02-26,Second Class,CUST-0164,PROD-0030,2,4.2,0.0,8.4,8.4,3.74
ORD-002875,2024-07-25,2024-07-28,Second Class,CUST-0156,PROD-0008,3,1102.67,0.0,3308.01,3308.01,977.68
ORD-002876,2023-12-16,2023-12-22,Standard Class,CUST-0464,PROD-0018,2,823.85,0.0,1647.7,1647.7,565.98
ORD-002877,2024-03-05,2024-03-07,Same Day,CUST-0053,PROD-0002,4,930.88,0.0,3723.52,3723.52,1103.44
ORD-002878,2024-12-20,2024-12-25,Second Class,CUST-0009,PROD-0004,1,618.67,0.3,618.67,433.07,-27.26
ORD-002879,2024-03-03,2024-03-05,First Class,CUST-0275,PROD-0010,1,44.92,0.0,44.92,44.92,8.64
ORD-002880,2023-06-24,2023-06-28,Second Class,CUST-0327,PROD-0026,5,15.21,0.0,76.05,76.05,8.24
ORD-002881,2024-10-08,2024-10-15,Standard Class,CUST-0271,PROD-0013,4,415.63,0.0,1662.52,1662.52,90.52
ORD-002882,2023-05-23,2023-05-28,Second Class,CUST-0292,PROD-0015,3,596.98,0.0,1790.94,1790.94,442.2
ORD-002883,2024-07-18,2024-07-21,Second Class,CUST-0390,PROD-0009,4,27.02,0.3,108.08,75.66,7.44
ORD-002884,2024-07-26,2024-08-01,Standard Class,CUST-0468,PROD-0018,4,854.79,0.2,3419.16,2735.33,497.24
ORD-002885,2023-04-01,2023-04-06,Standard Class,CUST-0075,PROD-0023,6,94.54,0.0,567.24,567.24,254.32
ORD-002886,2024-12-24,2024-12-28,First Class,CUST-0453,PROD-0002,7,831.92,0.0,5823.44,5823.44,393.47
ORD-002887,2023-06-27,2023-06-30,Second Class,CUST-0283,PROD-0002,1,835.16,0.0,835.16,835.16,142.12
ORD-002888,2024-04-06,2024-04-07,Same Day,CUST-0245,PROD-0017,3,611.82,0.0,1835.46,1835.46,618.93
ORD-002889,2023-03-27,2023-04-01,Second Class,CUST-0012,PROD-0017,3,578.69,0.0,1736.07,1736.07,564.44
ORD-002890,2023-04-07,2023-04-10,First Class,CUST-0105,PROD-0003,3,678.65,0.0,2035.95,2035.95,281.42
ORD-002891,2024-06-27,2024-07-04,Standard Class,CUST-0287,PROD-0032,2,12.91,0.0,25.82,25.82,8.49
ORD-002892,2023-03-17,2023-03-24,Standard Class,CUST-0467,PROD-0016,7,87.52,0.1,612.64,551.38,213.57
ORD-002893,2023-04-11,2023-04-14,Second Class,CUST-0012,PROD-0006,3,1396.93,0.25,4190.79,3143.09,-53.03
ORD-002894,2023-03-23,2023-03-28,Second Class,CUST-0386,PROD-0029,1,7.01,0.05,7.01,6.66,2.36
ORD-002895,2024-06-17,2024-06-23,Standard Class,CUST-0374,PROD-0017,4,606.2,0.0,2424.8,2424.8,673.65
ORD-002896,2024-08-26,2024-08-29,Second Class,CUST-0158,PROD-0005,1,2122.49,0.0,2122.49,2122.49,918.64
ORD-002897,2024-03-27,2024-04-01,Standard Class,CUST-0120,PROD-0020,3,85.05,0.0,255.15,255.15,54.48
ORD-002898,2024-07-31,2024-08-05,Standard Class,CUST-0111,PROD-0004,1,626.57,0.0,626.57,626.57,233.79
ORD-002899,2024-06-13,2024-06-20,Standard Class,CUST-0131,PROD-0033,2,6.32,0.0,12.64,12.64,2.31
ORD-002900,2024-08-30,2024-09-02,First Class,CUST-0353,PROD-0010,4,53.3,0.0,213.2,213.2,26.49
